,stationID,lon,lat,mae
0,2048,121.439715575,31.171622034000002,64.81904602050781
1,2049,121.527848943,31.224457288000004,69.45018005371094
2,2050,121.441840398,31.225058466,216.58291625976562
3,2051,121.42261559399999,31.188486856,63.7519645690918
4,2052,121.552971357,31.205156342,56.47222900390625
5,2053,121.47056177299999,31.218292459,-1.0
6,2054,121.427966595,31.221768963000002,0.0
7,2055,121.413156251,31.241192685999998,0.0
8,2056,121.45546409100001,31.21914496,0.0
9,2057,121.41883672600001,31.232586009000002,0.0
10,508,121.411962619,31.028392219,0.0
11,1043,121.342591804,31.193518019000003,0.0
12,1044,121.363529229,31.192230791999997,0.0
13,1045,121.37524445700001,31.196193521999998,0.0
14,512,121.37615015799999,31.005526961999998,0.0
15,1047,121.39921421,31.201064069,0.0
16,1048,121.407543286,31.198348293000002,0.0
17,1628,121.69543860600001,31.052487249000002,0.0
18,943,121.544387644,31.229674096999997,0.0
19,1626,121.61328695799999,31.05724005,0.0
20,1055,121.48286446799999,31.229964559000003,0.0
21,1058,121.479642061,31.253898054,0.0
22,1627,121.64486886600001,31.04780769,0.0
23,1060,121.489789828,31.270427704,0.0
24,1722,121.28928337,31.193953829,0.0
25,1062,121.501792382,31.283944779000002,0.0
26,945,121.573643749,31.243348554,0.0
27,1064,121.510067542,31.2997292,0.0
28,1065,121.509729601,31.305442826999997,0.0
29,1066,121.50401182,31.315050515,0.0
30,1067,121.502525459,31.323799384,0.0
31,1068,121.50269765799999,31.33112066,0.0
32,1629,121.757556095,31.055964545,0.0
33,1246,121.57507366,31.284688952,0.0
34,513,121.365118845,31.002572281,0.0
35,1630,121.78952397100001,31.02841678,0.0
36,837,121.464500701,31.255223204,0.0
37,1161,121.594253458,31.140388537,0.0
38,1631,121.846216134,30.961601584,0.0
39,1632,121.90670309,30.925884481999997,0.0
40,1159,121.56668663399999,31.160429606999998,0.0
41,2031,121.472724523,31.211562334,0.0
42,1622,121.57885718600001,31.178233460999998,0.0
43,1156,121.518661386,31.148597133000003,0.0
44,1162,121.61303024200001,31.132655073000002,0.0
45,1624,121.60275409200001,31.112309544000002,0.0
46,1625,121.607093362,31.079974585,0.0
47,1114,121.099702972,31.300398755,0.0
48,1115,121.112634001,31.298066751,0.0
49,1116,121.14574032200001,31.290849896999998,0.0
50,1117,121.157449346,31.29037688,0.0
51,1118,121.17625090700001,31.28729941,0.0
52,1119,121.19592213899999,31.295550108,0.0
53,1120,121.22164793799999,31.33387003,0.0
54,1633,121.925777167,30.909305386,0.0
55,1020,121.365793331,31.179095825,0.0
56,1153,121.455131976,31.161590898000004,0.0
57,1131,121.23294744200001,31.393474009000002,0.0
58,1132,121.223424041,31.379042743000003,0.0
59,1133,121.24096733100001,31.347225544,0.0
60,622,121.490806173,31.150842633000003,0.0
61,623,121.50235446100001,31.15110376,0.0
62,112,121.38849586,31.12298734,0.0
63,113,121.39828804,31.132883499000002,0.0
64,114,121.40949468299999,31.144053983000003,0.0
65,1139,121.360455468,31.278154062,0.0
66,628,121.51270026799999,31.195301069,0.0
67,629,121.51890689,31.204842461,0.0
68,1142,121.396085821,31.264540771,0.0
69,119,121.441944506,31.206619041,0.0
70,1144,121.406511864,31.243749563,0.0
71,633,121.530378145,31.235143094,0.0
72,634,121.53961142,31.238147385,0.0
73,635,121.54787319299999,31.24121507,0.0
74,124,121.463493379,31.24067856,0.0
75,637,121.568640821,31.252628085,0.0
76,638,121.577716757,31.259449703,0.0
77,127,121.454688131,31.260741938000002,0.0
78,128,121.450712025,31.273307641,0.0
79,129,121.44734166799999,31.281257251,0.0
80,130,121.445587497,31.29447578,0.0
81,131,121.444082899,31.30850675,0.0
82,132,121.44245262700001,31.320858825,0.0
83,133,121.43692964200001,31.332913486,0.0
84,134,121.43310605399999,31.341600756,0.0
85,135,121.42948880200001,31.356902294,0.0
86,136,121.42634765,31.371233449,0.0
87,137,121.423323482,31.382958895999998,0.0
88,138,121.420030689,31.393999581,0.0
89,1163,121.66373289100001,31.143438744,0.0
90,1134,121.249887524,31.332106143,0.0
91,1732,121.04497075200001,31.10255576,0.0
92,1135,121.272439838,31.321597356999998,0.0
93,1323,121.350698505,31.244292623000003,0.0
94,1727,121.18798535100001,31.163215436999998,0.0
95,1733,121.01491172,31.100588751,0.0
96,624,121.510363399,31.15192965,0.0
97,1051,121.44174189399999,31.211194198,0.0
98,625,121.51114379799999,31.161859925999998,0.0
99,1250,121.622624106,31.282334324,0.0
100,1223,121.387228456,31.15770063,0.0
101,626,121.50621253899999,31.174923735,0.0
102,824,121.493805184,31.120878108000003,0.0
103,1063,121.50566807,31.291328445999998,0.0
104,1046,121.38734927,31.201321803000003,0.0
105,1723,121.273850224,31.188317194,0.0
106,1724,121.24964626399999,31.180120829,0.0
107,1725,121.237003052,31.177460146999998,0.0
108,1726,121.22028355799999,31.166143451999996,0.0
109,1141,121.385192546,31.270865609,0.0
110,1728,121.14730964,31.163156779,0.0
111,1729,121.12099528799999,31.160797584,0.0
112,1730,121.092355752,31.162506672,0.0
113,1731,121.07576011200001,31.135178951999997,0.0
114,1220,121.35721193,31.132914547,0.0
115,1221,121.37566993799999,31.139418878,0.0
116,1222,121.38723932100001,31.142693849,0.0
117,1140,121.371234343,31.273492779,0.0
118,1224,121.392662297,31.162296375,0.0
119,1225,121.40572841,31.166154493,0.0
120,1226,121.41528772299999,31.169028586,0.0
121,1143,121.40259263899999,31.252631341999997,0.0
122,721,121.34525951100001,31.403775779,0.0
123,722,121.35280146,31.39059269,0.0
124,723,121.351598417,31.365445218,0.0
125,724,121.357774726,31.359381323,0.0
126,725,121.368320304,31.34649161,0.0
127,726,121.36883467700001,31.324270359,0.0
128,727,121.38432469700001,31.322373451,0.0
129,728,121.394081532,31.323554777,0.0
130,729,121.40404907899999,31.316758855,0.0
131,730,121.40860512399999,31.305631244,0.0
132,731,121.411602017,31.29507342,0.0
133,732,121.41717470100001,31.285986201999997,0.0
134,733,121.418482486,31.275723943000003,0.0
135,734,121.417997974,31.26563162,0.0
136,735,121.417161444,31.257880610999997,0.0
137,1248,121.598573379,31.282251196,0.0
138,1249,121.610593785,31.281820275999998,0.0
139,738,121.43788726,31.235646924,0.0
140,639,121.582521596,31.265715972,0.0
141,636,121.559841511,31.247492600999998,0.0
142,234,121.29503196799999,31.190426253000002,0.0
143,747,121.496129096,31.18446681,0.0
144,237,121.355346112,31.22001095,0.0
145,238,121.369712386,31.218084283000003,0.0
146,239,121.382591045,31.216888017,0.0
147,240,121.39974304100001,31.213019401,0.0
148,753,121.558661905,31.213026204000002,0.0
149,1321,121.314864878,31.242815574,0.0
150,1150,121.436739009,31.181366331,0.0
151,247,121.4979311,31.240237146,0.0
152,248,121.511146849,31.235374664000002,0.0
153,2004,121.584260909,31.282831741,0.0
154,250,121.54035992,31.220820316999998,0.0
155,251,121.54661042299999,31.211428964,0.0
156,253,121.583445308,31.204000441999998,0.0
157,254,121.597840355,31.206443837,0.0
158,255,121.61692307700001,31.213126633,0.0
159,256,121.652313671,31.216483578000002,0.0
160,257,121.669574879,31.215686458,0.0
161,258,121.676664195,31.198756563000003,0.0
162,259,121.69397627,31.188872391,0.0
163,260,121.719371563,31.194796045,0.0
164,261,121.75101284200001,31.201430590999998,0.0
165,262,121.792700291,31.170492685,0.0
166,263,121.801903153,31.152450366,0.0
167,1239,121.50258574799999,31.255518759,0.0
168,642,121.58466371200001,31.293153416,0.0
169,643,121.585133606,31.304728889,0.0
170,1241,121.519166426,31.266534411,0.0
171,644,121.58522344100001,31.314421091,0.0
172,640,121.58378743,31.27414907,0.0
173,1322,121.33075492299999,31.243072825,0.0
174,1242,121.527936109,31.270559692,0.0
175,645,121.59778165,31.323763133000003,0.0
176,1243,121.540707808,31.277458786,0.0
177,646,121.589807171,31.337549811,0.0
178,1329,121.42591509299999,31.236185753,0.0
179,1244,121.548415693,31.281994036,0.0
180,1152,121.453824439,31.169478023000003,0.0
181,647,121.58272483100001,31.349940744,0.0
182,1324,121.362869603,31.239405116,0.0
