,stationID,lon,lat,rmse,mae,mape,acc
0,2048,121.439715575,31.171622034000002,37.13662157640858,28.229930877685547,7.909192889928818,0.9444423029085464
1,2049,121.527848943,31.224457288000004,50.5964522131987,36.4332275390625,9.970339387655258,0.9532606433443302
2,2050,121.441840398,31.225058466,126.66712111006747,90.87760162353516,11.511639505624771,0.935356526713335
3,2051,121.42261559399999,31.188486856,51.91000795397021,38.49801254272461,8.66166353225708,0.9491362169267583
4,2052,121.552971357,31.205156342,61.3006228143065,42.28929901123047,6.859463453292847,0.9302174399444193
5,2053,121.47056177299999,31.218292459,32.82207077681305,24.732013702392578,9.05541405081749,0.9226586664617151
6,2054,121.427966595,31.221768963000002,50.53869959001715,38.785255432128906,7.773293554782867,0.9472378487810464
7,2055,121.413156251,31.241192685999998,43.94861862563558,34.39753723144531,7.0850275456905365,0.9446642571644374
8,2056,121.45546409100001,31.21914496,69.04587611010885,51.16736602783203,7.736127078533173,0.9424919574091462
9,2057,121.41883672600001,31.232586009000002,24.480922199905226,19.207666397094727,12.881965935230255,0.9214945462180274
10,508,121.411962619,31.028392219,17.999682105754065,13.230295181274414,11.731382459402084,0.896009189592741
11,1043,121.342591804,31.193518019000003,17.259174063537014,13.011281967163086,15.822774171829224,0.8769452737491086
12,1044,121.363529229,31.192230791999997,20.34999919019693,15.461832046508789,12.849965691566467,0.8873821777269433
13,1045,121.37524445700001,31.196193521999998,16.748927751069527,12.770821571350098,14.039835333824158,0.8966636001036841
14,512,121.37615015799999,31.005526961999998,8.101639249726862,5.449069023132324,29.749223589897156,0.8550361210495682
15,1047,121.39921421,31.201064069,27.9102598515397,21.07175636291504,21.819481253623962,0.9262982508268973
16,1048,121.407543286,31.198348293000002,21.880510606125387,16.859766006469727,13.247406482696533,0.9185376462546619
17,1628,121.69543860600001,31.052487249000002,18.80053573819025,13.829778671264648,16.16845428943634,0.8833685338208681
18,943,121.544387644,31.229674096999997,31.319386834662307,24.04073143005371,12.962043285369873,0.9290261337995717
19,1626,121.61328695799999,31.05724005,11.906505672082634,8.495748519897461,20.60851752758026,0.8841273992411344
20,1055,121.48286446799999,31.229964559000003,45.4665645952468,34.25659942626953,12.377381324768066,0.9203044055272303
21,1058,121.479642061,31.253898054,28.72693006971801,22.048614501953125,11.483025550842285,0.9319257288496624
22,1627,121.64486886600001,31.04780769,21.646762723922052,15.414380073547363,11.415719985961914,0.9091677870784801
23,1060,121.489789828,31.270427704,20.324075728042807,15.3080472946167,11.114440858364105,0.9172480228533135
24,1722,121.28928337,31.193953829,-1.0,-1.0,-1.0,-1.0
25,1062,121.501792382,31.283944779000002,22.32274129789472,17.392074584960938,12.338078022003174,0.9220560439338713
26,945,121.573643749,31.243348554,-1.0,-1.0,-1.0,-1.0
27,1064,121.510067542,31.2997292,27.03428789829628,21.28969383239746,9.374812990427017,0.9256097735206292
28,1065,121.509729601,31.305442826999997,30.295310646500536,23.341833114624023,8.037544786930084,0.931746327539202
29,1066,121.50401182,31.315050515,13.395472180059866,9.875666618347168,15.93640148639679,0.8917798630838467
30,1067,121.502525459,31.323799384,11.813767138137633,8.788728713989258,20.64867913722992,0.8856847262721039
31,1068,121.50269765799999,31.33112066,18.05435535582628,13.55584716796875,12.446735799312592,0.9240720784831684
32,1629,121.757556095,31.055964545,27.956823574487142,19.927326202392578,8.920204639434814,0.9254728769994524
33,1246,121.57507366,31.284688952,20.26127404864311,14.517727851867676,12.783138453960419,0.934380463927252
34,513,121.365118845,31.002572281,10.498399158333394,7.6884565353393555,18.50849986076355,0.8714213667295365
35,1630,121.78952397100001,31.02841678,8.287922024805603,5.439027309417725,32.2260320186615,0.8748104989581467
36,837,121.464500701,31.255223204,24.370635126014104,18.614286422729492,8.786356449127197,0.9212468578425861
37,1161,121.594253458,31.140388537,26.537644621014316,18.760690689086914,12.824960052967072,0.9192411073487212
38,1631,121.846216134,30.961601584,12.56882905712332,9.193632125854492,15.670430660247803,0.8769681038772652
39,1632,121.90670309,30.925884481999997,8.033159199749226,6.059349060058594,21.831411123275757,0.7966961247320121
40,1159,121.56668663399999,31.160429606999998,23.767190273486133,17.78122329711914,11.3417387008667,0.9306610962181744
41,2031,121.472724523,31.211562334,28.760867511255636,22.49053955078125,11.247475445270538,0.9299580101739063
42,1622,121.57885718600001,31.178233460999998,7.043578059645838,5.1392645835876465,27.884435653686523,0.8347306394015992
43,1156,121.518661386,31.148597133000003,20.097951968791342,14.651583671569824,11.564143002033234,0.9318483652044511
44,1162,121.61303024200001,31.132655073000002,15.089052974037845,11.22081184387207,16.874435544013977,0.8921217318271731
45,1624,121.60275409200001,31.112309544000002,24.20115918622559,16.99809455871582,10.125789791345596,0.9142378373101622
46,1625,121.607093362,31.079974585,34.25708825488712,19.082433700561523,12.277539074420929,0.9161177261078244
