,stationID,lon,lat,mae
0,2048,121.439715575,31.171622034000002,30.655200958251953
1,2049,121.527848943,31.224457288000004,42.89801788330078
2,2050,121.441840398,31.225058466,131.8611297607422
3,2051,121.42261559399999,31.188486856,44.7159309387207
4,2052,121.552971357,31.205156342,49.452980041503906
5,2053,121.47056177299999,31.218292459,26.397388458251953
6,2054,121.427966595,31.221768963000002,44.30042266845703
7,2055,121.413156251,31.241192685999998,36.9433479309082
8,2056,121.45546409100001,31.21914496,55.18937301635742
9,2057,121.41883672600001,31.232586009000002,18.33972930908203
10,508,121.411962619,31.028392219,13.440200805664062
11,1043,121.342591804,31.193518019000003,13.691381454467773
12,1044,121.363529229,31.192230791999997,16.619958877563477
13,1045,121.37524445700001,31.196193521999998,12.48423957824707
14,512,121.37615015799999,31.005526961999998,5.690816402435303
15,1047,121.39921421,31.201064069,18.640239715576172
16,1048,121.407543286,31.198348293000002,18.381616592407227
17,1628,121.69543860600001,31.052487249000002,15.125112533569336
18,943,121.544387644,31.229674096999997,25.016942977905273
19,1626,121.61328695799999,31.05724005,8.34537410736084
20,1055,121.48286446799999,31.229964559000003,35.80443572998047
21,1058,121.479642061,31.253898054,21.064044952392578
22,1627,121.64486886600001,31.04780769,17.65839195251465
23,1060,121.489789828,31.270427704,16.558002471923828
24,1722,121.28928337,31.193953829,-1.0
25,1062,121.501792382,31.283944779000002,21.44878387451172
26,945,121.573643749,31.243348554,-1.0
27,1064,121.510067542,31.2997292,22.622390747070312
28,1065,121.509729601,31.305442826999997,23.963964462280273
29,1066,121.50401182,31.315050515,10.379171371459961
30,1067,121.502525459,31.323799384,8.855061531066895
31,1068,121.50269765799999,31.33112066,16.765018463134766
32,1629,121.757556095,31.055964545,23.993356704711914
33,1246,121.57507366,31.284688952,15.276269912719727
34,513,121.365118845,31.002572281,7.881039619445801
35,1630,121.78952397100001,31.02841678,6.187088966369629
36,837,121.464500701,31.255223204,22.907917022705078
37,1161,121.594253458,31.140388537,20.909053802490234
38,1631,121.846216134,30.961601584,9.595768928527832
39,1632,121.90670309,30.925884481999997,6.810055255889893
40,1159,121.56668663399999,31.160429606999998,18.85887336730957
41,2031,121.472724523,31.211562334,22.642620086669922
42,1622,121.57885718600001,31.178233460999998,5.415694236755371
43,1156,121.518661386,31.148597133000003,15.934000968933105
44,1162,121.61303024200001,31.132655073000002,11.63597583770752
45,1624,121.60275409200001,31.112309544000002,18.07745361328125
46,1625,121.607093362,31.079974585,21.863418579101562
47,1114,121.099702972,31.300398755,17.496261596679688
48,1115,121.112634001,31.298066751,9.483616828918457
49,1116,121.14574032200001,31.290849896999998,13.683694839477539
50,1117,121.157449346,31.29037688,17.55998420715332
51,1118,121.17625090700001,31.28729941,8.956295013427734
52,1119,121.19592213899999,31.295550108,8.009833335876465
53,1120,121.22164793799999,31.33387003,10.741144180297852
54,1633,121.925777167,30.909305386,10.874080657958984
55,1020,121.365793331,31.179095825,18.981674194335938
56,1153,121.455131976,31.161590898000004,8.920374870300293
57,1131,121.23294744200001,31.393474009000002,23.507455825805664
58,1132,121.223424041,31.379042743000003,20.380037307739258
59,1133,121.24096733100001,31.347225544,13.9314603805542
60,622,121.490806173,31.150842633000003,12.204034805297852
61,623,121.50235446100001,31.15110376,13.147684097290039
62,112,121.38849586,31.12298734,21.026071548461914
63,113,121.39828804,31.132883499000002,64.64437103271484
64,114,121.40949468299999,31.144053983000003,26.13666343688965
65,1139,121.360455468,31.278154062,4.885035037994385
66,628,121.51270026799999,31.195301069,14.551422119140625
67,629,121.51890689,31.204842461,13.069241523742676
68,1142,121.396085821,31.264540771,20.809038162231445
